NG,,,,,,,Defense,,,,,,,,,Damage Negation,,,,,,,,,Resistances,,,,,,,,Incoming Status Damage Multipliers,,,,,,Poise,,,,,"Enemy ""Part"" Damage Multipliers",,,,,,,,,
Location,Name,ID,,Health,dlcClear,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Poison,Scarlet Rot,Bleed,Frost,Sleep,Madness,Deathblight,,Bleed,Frost,Sleep,Madness,HP Burn Effect,,Base,Incoming Mult,Effective,Regen Delay,,Part 1,Part 2,Part 3,Part 4,Part 5,Part 6,Part 7,Part 8,Weak Part,Parts Damage Type
Siofra River,Jellyfish,41800065,,724,-,,111,111,111,111,111,111,111,111,,0,35,0,0,20,20,-20,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Miranda Sprout,44810064,,269,-,,107,107,107,107,107,107,107,107,,-10,10,-40,-10,-20,-40,20,20,,"1,140",530,530,132,235,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,1
Siofra River,Nox Priest,33002065,,"1,101",-,,111,111,111,111,111,111,111,111,,0,0,-10,0,20,0,0,-20,,332,332,332,332,241,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Nox Swordstress,33001065,,"1,101",-,,111,111,111,111,111,111,111,111,,0,0,-10,0,20,0,0,-20,,332,332,332,332,241,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Springhare,61000064,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Springhare,61000065,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Rat,40800064,,367,-,,107,107,107,107,107,107,107,107,,-10,-10,-40,-10,-20,-40,-20,-20,,324,324,176,235,176,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Rat,40800065,,526,-,,111,111,111,111,111,111,111,111,,-10,-10,-40,-10,-20,-40,-20,-20,,332,332,181,241,181,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Red Wolf,31810065,,"3,162",-,,111,111,111,111,111,111,111,111,,0,0,-10,0,40,20,20,20,,332,332,543,543,332,Immune,Immune,,1,1,1,1,1,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Silver Tear,33200265,,360,-,,111,111,111,111,111,111,111,111,,35,35,35,35,20,40,0,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Silver Tear,33201065,,360,-,,111,111,111,111,111,111,111,111,,35,35,35,35,20,40,0,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Silver Tear,33201165,,360,-,,111,111,111,111,111,111,111,111,,35,35,35,35,20,40,0,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Silver Tear Boulder,33300665,,"1,794",-,,111,111,111,111,111,111,111,111,,35,10,35,35,20,40,0,20,,Immune,Immune,Immune,543,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Small Land Octopus,42300064,,260,-,,107,107,107,107,107,107,107,107,,0,10,0,0,-20,-20,-40,-20,,176,176,176,42,132,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Stone Teardrop Scarab,41913065,,500,-,,111,111,111,111,111,111,111,111,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Stone Teardrop Scarab,41915065,,500,-,,111,111,111,111,111,111,111,111,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Siofra River,Troll Knight,46000065,,"6,178",-,,111,111,111,111,111,111,111,111,,0,0,-10,0,0,0,0,0,,241,241,241,332,43,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,2,1
Siofra River,Turtle,60900064,,378,-,,100,100,100,100,100,100,100,100,,35,0,35,0,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,2,1,1,1,1,1,1,1,1.5,1
Siofra River,Valiant Gargoyle (Greatsword) [Boss],47700165,,"5,671",-,,111,111,111,111,111,111,111,111,,10,0,35,35,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,110,1,110,8.462,,1.5,1,1,1,1,1,1,1,1.5,1
Siofra River,Valiant Gargoyle (Twinblade) [Boss],47701165,,"5,671",-,,111,111,111,111,111,111,111,111,,10,0,35,35,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,110,1,110,8.462,,1.5,1,1,1,1,1,1,1,1.5,1
Siofra River,Wisp,21500064,,423,-,,107,107,107,107,107,107,107,107,,35,35,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,"2,102",Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Siofra River - Boss,Ancestor Spirit [Boss],46700964,,"4,393",-,,107,107,107,107,107,107,107,107,,0,0,-10,0,20,-20,0,-20,,"1,140","1,140","1,140","1,140",Immune,Immune,Immune,,0.7,0.7,1,1,1,,120,1,120,9.231,,1,1,1,1,1,2,1,1,1.5,1
Siofra River Bank,Clayman,37500064,,593,-,,107,107,107,107,107,107,107,107,,10,0,35,35,40,20,20,20,,Immune,Immune,530,530,176,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Siofra River Bank,Clayman,37502064,,593,-,,107,107,107,107,107,107,107,107,,10,0,35,35,40,20,20,20,,Immune,Immune,530,530,176,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Siofra River Bank,Stone Teardrop Scarab,41913064,,348,-,,107,107,107,107,107,107,107,107,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southeast Caelid,Blaidd the Half-Wolf (Summon),20109140,,"2,900",-,,100,100,100,100,100,100,100,100,,10,10,10,0,40,0,20,20,,112,112,154,252,252,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Southeast Caelid,Flame Pillars,10003000,,"1,939",-,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Southeast Caelid,Iron Fist Alexander (Summon),44909040,,"3,600",-,,100,100,100,100,100,100,100,100,,10,-40,35,35,0,20,20,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,1
Southeast Caelid,Starscourge Radahn [Boss],47300040,,"9,572",-,,113,113,113,113,113,113,113,113,,10,10,10,0,20,20,20,40,,334,243,334,334,548,Immune,Immune,,0.7,0.7,1,1,1,,200,1,200,15.385,,1,1,1,1,1,1,1,1,1.5,0
Southeast Mountaintops,Fire Giant [Boss],47600050,,"22,898",-,,118,118,118,118,118,118,118,118,,0,0,-10,0,0,50,0,20,,565,565,565,"1,216",565,Immune,Immune,,0.7,0.7,1,1,1,,120,1,120,9.231,,2,0.5,1.2,0.6,1,1,1,1,1.5,1
Southeast Mountaintops,Fire Giant [Boss],47601050,,"43,263",-,,118,118,118,118,118,118,118,118,,0,0,-10,0,0,50,0,20,,565,565,565,"1,216",565,Immune,Immune,,0.7,0.7,1,1,1,,120,1,120,9.231,,2,0.5,1.2,0.6,1,1,1,1,1.5,1
Southeast Mountaintops,"Iron Fist Alexander (Cracked, Summon)",44909850,,"8,370",-,,115,115,115,115,115,115,115,115,,73,58,80.5,80.5,70,100,76,76,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,1
Southeast Weeping Peninsula Coast,Golem,46607012,,"3,128",-,,102,102,102,102,102,102,102,102,,10,0,10,10,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,120,0.4096,292.969,9.231,,1,1,1,1,1,1,1,1,2.5,1
Southwest Liurnia,"Miriel, Pastor of Vows",60911022,,378,-,,100,100,100,100,100,100,100,100,,35,0,35,0,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,2,1,1,1,1,1,1,1,1.5,1
Southwest Mountaintops,Golem,46609050,,"11,829",-,,115,115,115,115,115,115,115,115,,10,0,10,10,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,120,0.4096,292.969,9.231,,1,1,1,1,1,1,1,1,2.5,1
Southwest Mountaintops,Kaiden Sellsword,40500052,,"3,348",-,,120,120,120,120,120,120,120,120,,0,0,0,0,0,0,-20,0,,267,267,267,367,267,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Night's Cavalry (Flail) [Boss],31501052,,"7,246",-,,122,122,122,122,122,122,122,122,,35,35,35,10,40,40,20,40,,399,399,653,653,Immune,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Night's Cavalry (Glaive) [Boss],31500052,,"7,246",-,,122,122,122,122,122,122,122,122,,35,35,35,10,40,40,20,40,,399,399,653,653,Immune,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Night's Cavalry Horse,31600052,,"7,844",-,,122,122,122,122,122,122,122,122,,10,10,0,10,20,20,20,20,,399,399,399,399,Immune,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Noble's Page,37030052,,"2,426",-,,120,120,120,120,120,120,120,120,,0,10,0,0,0,0,0,0,,200,200,267,267,267,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Starved Dog (Hairy),41610252,,"1,113",-,,120,120,120,120,120,120,120,120,,-10,-10,-40,-10,-20,-40,-20,-20,,200,200,200,267,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Troll Knight,46021052,,"10,869",-,,120,120,120,120,120,120,120,120,,0,10,-10,0,0,-20,0,0,,267,267,267,"1,292",47,Immune,Immune,,1,1,1,1,1,,45,1,45,3.462,,1,1,1,1,1,1,1,1,2,1
Southwest Mountaintops,Wandering Noble,43000052,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,150,150,200,200,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Wandering Noble,43001052,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,150,150,200,200,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Wandering Noble,43003052,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,150,150,200,200,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Wandering Noble,43005052,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,150,150,200,200,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Wandering Noble,43005152,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,150,150,200,200,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Wandering Noble,43005252,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,150,150,200,200,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Southwest Mountaintops,Wandering Noble,43006252,,584,-,,120,120,120,120,120,120,120,120,,-10,-10,-10,-10,-20,-20,-20,0,,150,150,200,200,200,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Albinauric Ashes,134701300,,922,-,,100,100,100,100,100,100,100,100,,-10,10,-10,-10,0,20,-20,-40,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Ancestral Follower,133600500,,"1,070",-,,100,100,100,100,100,100,100,100,,-10,0,-10,-10,0,0,0,0,,Immune,Immune,Immune,Immune,252,Immune,Immune,,1,1,1,1,1,,45,1,45,3.462,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Ancient Dragon Knight Kristoff,143531000,,"1,440",-,,100,100,100,100,100,100,100,100,,10,10,35,0,20,20,40,20,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Archer,170002000,,454,-,,100,100,100,100,100,100,100,100,,0,0,-10,0,0,0,0,0,,Immune,Immune,Immune,Immune,20,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Avionette Soldier,138601100,,646,-,,100,100,100,100,100,100,100,100,,0,-10,10,10,0,-20,0,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1,0
Spirit Summon,[Spirit Summon] Azula Beastman,139701100,,646,-,,100,100,100,100,100,100,100,100,,0,0,-10,0,0,-20,20,0,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Banished Knight Engvall,130102000,,"1,238",-,,100,100,100,100,100,100,100,100,,10,10,35,0,20,20,0,20,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Banished Knight Oleg,130101000,,"1,238",-,,100,100,100,100,100,100,100,100,,10,10,35,0,20,20,0,20,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Battlemage Hugues,137040000,,"1,165",-,,100,100,100,100,100,100,100,100,,0,10,0,0,40,20,20,0,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,0.5,0
Spirit Summon,[Spirit Summon] Black Knife Tiche,121000000,,876,-,,100,100,100,100,100,100,100,100,,10,10,10,35,20,20,20,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Blackflame Monk,139011000,,"1,158",-,,100,100,100,100,100,100,100,100,,0,0,10,0,0,40,20,20,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Bloodhound Knight Floh,142900000,,657,-,,100,100,100,100,100,100,100,100,,10,10,10,0,0,0,-20,0,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Clayman,137502000,,501,-,,100,100,100,100,100,100,100,100,,10,0,35,35,40,20,20,20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Cleanrot Knight Finlay,138001000,,876,-,,100,100,100,100,100,100,100,100,,10,10,35,0,20,-20,0,40,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Crystalian,133500000,,933,-,,100,100,100,100,100,100,100,100,,91,10,93.5,93.5,94,94,94,94,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,350,1,350,26.923,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Crystalian [Cracked],133500000b,,933,-,,100,100,100,100,100,100,100,100,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,350,1,350,26.923,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Demi-Human 1,141000000,,500,-,,100,100,100,100,100,100,100,100,,-10,-10,-40,-10,-20,-20,-20,-20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Demi-Human 2,141001000,,500,-,,100,100,100,100,100,100,100,100,,-10,-10,-40,-10,-20,-20,-20,-20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Demi-Human 3,141002000,,500,-,,100,100,100,100,100,100,100,100,,-10,-10,-40,-10,-20,-20,-20,-20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Demi-Human 4,141010000,,711,-,,100,100,100,100,100,100,100,100,,-10,-10,-40,-10,-20,-20,-20,-20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Demi-Human 5,141100000,,429,-,,100,100,100,100,100,100,100,100,,-10,-10,-40,-10,-20,-20,-20,-20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Depraved Perfumer,137000000,,973,-,,100,100,100,100,100,100,100,100,,0,10,0,0,20,20,20,20,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Dolores the Sleeping Arrow,100000050,,"1,037",-,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,Immune,Immune,Immune,Immune,112,Immune,112,,1,1,1,1,1,,100,1,100,7.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Dung Eater Puppet,100000030,,"1,037",-,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,Immune,Immune,Immune,Immune,112,Immune,112,,1,1,1,1,1,,100,1,100,7.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Fanged Imps,130801100,,449,-,,100,100,100,100,100,100,100,100,,10,0,35,35,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Finger Maiden Therolina Puppet,100000040,,"1,037",-,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,Immune,Immune,Immune,Immune,112,Immune,112,,1,1,1,1,1,,100,1,100,7.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Fire Monk,139000000,,"1,306",-,,100,100,100,100,100,100,100,100,,0,0,10,0,0,40,20,-20,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Giant Rat,140800000,,429,-,,100,100,100,100,100,100,100,100,,-10,-10,-40,-10,-20,-40,-20,-20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Glintstone Sorcerer,137021000,,781,-,,100,100,100,100,100,100,100,100,,-10,0,-10,-10,40,20,20,0,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Godrick Soldier 1,143111300,,710,-,,100,100,100,100,100,100,100,100,,0,0,10,-10,0,0,-20,0,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Godrick Soldier 2,143112000,,710,-,,100,100,100,100,100,100,100,100,,0,0,10,-10,0,0,-20,0,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Greatshield Soldier,170001000,,390,-,,100,100,100,100,100,100,100,100,,0,0,-10,0,0,0,0,0,,Immune,Immune,Immune,Immune,20,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Haligtree Soldier,143760500,,646,-,,100,100,100,100,100,100,100,100,,0,0,0,-10,0,0,-20,20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Haligtree Soldier,143762500,,646,-,,100,100,100,100,100,100,100,100,,0,0,0,-10,0,0,-20,20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Jarwight Puppet,100000060,,"1,037",-,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,0,0,,Immune,Immune,Immune,Immune,112,Immune,112,,1,1,1,1,1,,100,1,100,7.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Kaiden Sellsword,140500000,,"1,037",-,,100,100,100,100,100,100,100,100,,0,0,0,0,0,0,-20,0,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Kindred of Rot,138100000,,"1,133",-,,100,100,100,100,100,100,100,100,,0,0,10,0,0,-20,0,0,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Land Squirt,144400000,,"1,070",-,,100,100,100,100,100,100,100,100,,-10,0,-10,0,-20,-20,-20,-20,,84,84,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,1
Spirit Summon,[Spirit Summon] Latenna the Albinauric,131700000,,390,-,,100,100,100,100,100,100,100,100,,0,10,0,0,20,0,0,-40,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,50,1,50,3.846,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Leyndell Soldier,143133000,,774,-,,100,100,100,100,100,100,100,100,,0,0,10,-10,0,0,0,20,,Immune,Immune,Immune,Immune,112,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Lhutel the Headless,143551000,,829,-,,100,100,100,100,100,100,100,100,,10,10,35,0,20,20,0,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Lone Wolf,140700000,,500,-,,100,100,100,100,100,100,100,100,,-10,-10,-40,-10,-20,-40,-20,-20,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Mad Pumpkin Head,143410000,,"1,229",-,,100,100,100,100,100,100,100,100,,0,10,-10,0,0,0,-20,0,,Immune,Immune,Immune,Immune,84,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,0.2,1
Spirit Summon,[Spirit Summon] Man-Serpent,139501000,,"1,037",-,,100,100,100,100,100,100,100,100,,0,10,-10,-10,0,20,0,0,,Immune,Immune,Immune,Immune,63,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Marionette Soldier,138500000,,563,-,,100,100,100,100,100,100,100,100,,0,-10,10,10,0,-20,0,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1,0
Spirit Summon,[Spirit Summon] Mausoleum Soldier 1,143150000,,326,-,,100,100,100,100,100,100,100,100,,0,0,10,-10,0,0,-20,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Mausoleum Soldier 2,143151000,,326,-,,100,100,100,100,100,100,100,100,,0,0,10,-10,0,0,-20,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
Spirit Summon,[Spirit Summon] Mausoleum Soldier 3,143152000,,326,-,,100,100,100,100,100,100,100,100,,0,0,10,-10,0,0,-20,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,35,1,35,2.692,,1,1,1,1,1,1,1,1,1.5,0
